"Property Name","Property Code","Units","S8 Units","Portfolio Mgr","Regional VP","Regional CM","Contract Type","Last Renewal","Contract Exp","Contract Admin","Next UA Baseline","Paperwork Rec","Sent to HUD/CA","Conf by CA","Date to Order RCS","Due to HUD","Rent Increase","Increase Type","Notes"
"Trees - Willow","90107","63","63","Claire Beatty","","","Option 1","","04/30/2040","Colorado Housing and Finance Authority","","","","","","02/01/2021","05/01/2021","OCAF",""
"Fairview Homes","75920","136","135","Elliot Kohanbash","","","Option 2","","05/07/2035","NJHMFA","","","","","","01/07/2021","05/07/2021","OCAF",""
"Hershey Plaza","75587","216","215","Claire Beatty","","","Option 1","","05/31/2037","Pennsylvania Housing Finance Agency","","","","","","02/28/2021","05/31/2021","OCAF",""
"Branford Manor","75930","442","441","Mike McKee","","","Option 1","","06/01/2037","Navigate Affordable Housing Partners","","","","","","02/01/2021","06/01/2021","OCAF",""
"Crossroads of Edina","75946","64","26","Mike McKee","","","Option 2","","05/31/2036","Minn Housing","","","","","12/01/2020","02/01/2021","06/01/2021","RCS",""
"HDR Fund","90080","125","125","Tolga Ayberk","","","Option 2","","05/31/2031","LA LOMOD","","","","","","02/01/2021","06/01/2021","OCAF",""
"Ingram Square","79193","120","120","Tolga Ayberk","","","Option 3","","06/30/2031","HUD (HAP)","","","","","","02/01/2021","06/01/2021","OCAF",""
"Northgate Terrace","75919","201","155","Tolga Ayberk","","","Option 2","","05/31/2035","CAHI","","","","","","02/01/2021","06/01/2021","OCAF",""
"Oaks on Clark","79602","80","80","Tolga Ayberk","","","Option 2","","05/31/2040","SWHCC","","","","","","02/01/2021","06/01/2021","OCAF",""
"Parkside Houses","90017","180","122","Matt Kim","","","RAD","","05/31/2036","HUD","","","","","","02/01/2021","06/01/2021","OCAF",""
"Sandwich Manor","75444","90","89","Matt Kim","","","Option 1b","","07/01/2046","NHC","","","","","","02/24/2021","06/24/2021","OCAF",""
"Burt Farms I","75109","51","50","Elliot Kohanbash","","","Option 1","","06/30/2029","CGI","","","","","","02/26/2021","06/26/2021","OCAF",""
"Oceanport Gardens","75563","101","100","Elliot Kohanbash","","","Option 1","","06/27/2039","NJHMFA","","","","","","02/28/2021","06/28/2021","OCAF",""
"Country Gardens","75118","58","57","Elliot Kohanbash","","","Option 4","","06/29/2026","CGI","","","","","","03/01/2021","06/30/2021","OCAF",""
"Marine Terrace","75922","497","441","Mike McKee","","","Option 1","","06/29/2036","CGI","","","","","12/30/2020","03/01/2021","06/30/2021","RCS",""
"New Horizons","75474","48","47","Elliot Kohanbash","","","Option 1","","04/30/2030","CGI","","","","","","03/01/2021","06/30/2021","OCAF",""
"PJ Housing","75481","51","50","Matt Kim","","","Option 2","","06/29/2031","CGI","","","","","12/30/2020","03/01/2021","06/30/2021","RCS",""
"333 Holly","75704","332","139","Tolga Ayberk","","","Option 1","","06/30/2040","SWHCC","","","","","","03/01/2021","07/01/2021","OCAF",""
"Augustana Homes of East Bridgeport","75538","48","48","Mike McKee","","","PRAC","","","HUD CT","","","","","","03/01/2021","07/01/2021","EXPIRES",""
"Campbell Terrace","75547","249","249","Claire Beatty","","","Option 1","","06/30/2039","National Housing Compliance","","","","","","03/01/2021","07/01/2021","OCAF",""
"Crossroads of East Ravenswood","75936","124","124","Claire Beatty","","","Option 1","","06/30/2036","National Housing Compliance","","","","","01/01/2021","03/01/2021","07/01/2021","RCS",""
"Fern","75466","205","204","Elliot Kohanbash","","","Option 1","","10/31/2028","Newark Filend Office - Region II","","","","","","03/01/2021","07/01/2021","OCAF",""
"Northgate Village","75542","168","168","Tolga Ayberk","","","Option 1","","06/30/2039","SWHA","","","","","","03/01/2021","07/01/2021","OCAF",""
"Rose Tower","90097","168","120","Mike McKee","","","Option 2","","07/01/2034","Kentucky Housing Corporation","","","","","","04/01/2021","07/01/2021","OCAF",""
"State Street","75929","51","51","Mike McKee","","","Option 5","","06/30/2036","Wisconsin Housing & Economic Development Authority","","","","","","03/01/2021","07/01/2021","Request",""
"Talcott Gardens","75145","85","84","Mike McKee","","","Option 3","","06/30/2029","HUD","","","","","","03/01/2021","07/01/2021","OCAF",""
"The Pines","75705","152","152","Tolga Ayberk","","","Option 1","","06/30/2040","SWHCC","","","","","","03/01/2021","07/01/2021","OCAF",""
"Trees - Maple","90105","83","83","Claire Beatty","","","Option 1","","06/30/2037","Colorado Housing and Finance Authority","","","","","","04/01/2021","07/01/2021","OCAF",""
"Woodland Towers","75934","104","104","Claire Beatty","","","Option 1","","06/30/2036","National Housing Compliance","","","","","01/01/2021","03/01/2021","07/01/2021","RCS",""
"Walden","75921","89","89","Elliot Kohanbash","","","Option 1","","07/14/2035","CGI","","","","","","03/15/2021","07/15/2021","OCAF",""
"Centennial Islands","75443","118","118","Matt Kim","","","Option 2","","07/31/2026","MassHousing","","","","","02/01/2021","04/01/2021","08/01/2021","RCS",""
"Manhattan Plaza","75425","1689","1689","Claire Beatty","","","Option 1","","07/31/2037","HPD","","","","","","04/01/2021","08/01/2021","OCAF",""
"Northpoint","79603","304","304","Claire Beatty","","","Option 1","","07/31/2040","National Housing Compliance","","","","","","04/01/2021","08/01/2021","OCAF",""
"Squire Village","90099","51","50","Tolga Ayberk","","","Option 4","","07/31/2040","Colorado Housing and Finance Authority","","","","","","04/01/2021","08/01/2021","OCAF",""
"Westwood Village","4640009","","","","","","","","","","","","","","","04/01/2021","08/01/2021","OCAF",""
"Woodbury Oakwood","75488","96","96","Elliot Kohanbash","","","Option 2","","08/31/2028","NJHMFA","","","","","","04/05/2021","08/05/2021","OCAF",""
"Victory-Fiedler","75490","39","38","Elliot Kohanbash","","","PBV","","08/14/2027","NYCHPD","","","","","","04/15/2021","08/15/2021","Request",""
"529 West 29th Street","75345","139","139","Mike McKee","","","Option 1","","08/31/2034","CGI","","","","","","05/01/2021","09/01/2021","OCAF",""
"Clarendon Court","75546","152","152","Claire Beatty","","","Option 1","","08/31/2038","National Housing Compliance","","","","","","05/01/2021","09/01/2021","OCAF",""
"Garden House of River Oaks II","75935","145","145","Claire Beatty","","","Option 4","","08/31/2036","HUD","","","","","","05/01/2021","09/01/2021","OCAF",""
"Garden Vista","940001","150","149","Elliot Kohanbash","","","Option 1","","08/31/2034","CGI","","","","","","05/01/2021","09/01/2021","OCAF",""
"Gates Manor","75933","51","51","Claire Beatty","","","Option 1","","08/31/2036","National Housing Compliance","","","","","03/01/2021","05/01/2021","09/01/2021","RCS",""
"Highland Falls","75456","51","51","Matt Kim","","","Option 2","","08/31/2030","CGI","","","","","","05/01/2021","09/01/2021","OCAF",""
"Oaks on Lamar","75539","176","74","Tolga Ayberk","","","Option 1","","08/31/2038","SWHCC","","","","","","05/01/2021","09/01/2021","OCAF",""
"Peterson Plaza","75917","189","189","Mike McKee","","","Option 1","","08/31/2035","National Housing Compliance","","","","","","05/01/2021","09/01/2021","OCAF",""
"Riverside Townhomes","75540","128","128","Tolga Ayberk","","","Option 1","","08/31/2038","SWHCC","","","","","","05/01/2021","09/01/2021","OCAF",""
"The Biltmore Towers","79601","230","230","Matt Kim","","","Option 3","","08/31/2040","Assisted Housing Services Corporation","","","","","","05/01/2021","09/01/2021","OCAF",""
"Trees - Holly","90104","94","94","Claire Beatty","","","Option 2","","08/31/2035","Colorado Housing and Finance Authority","","","","","","06/01/2021","09/01/2021","OCAF",""
"Willow Woods","4640010","144","100","Mike McKee","","","Option 2","","08/31/2032","Navigate Affordable Housing Partners","","","","","","05/01/2021","09/01/2021","OCAF",""
"Parkway Gardens","75479","694","694","Matt Kim","","","Option 2","","06/20/2031","National Housing Compliance","","","","","","05/21/2021","09/21/2021","OCAF",""
"Holly House","75564","42","42","Elliot Kohanbash","","","Option 1","","09/23/2040","NJHMFA","","","","","","05/24/2021","09/24/2021","OCAF",""
"Alaska House","90045","105","105","Tolga Ayberk","","","Option 1","","09/30/2040","Bremerton Housing Authority","","","","","","06/01/2021","10/01/2021","OCAF",""
"Ashley Oaks","4640003","250","250","Matt Kim","","","RAD","","09/30/2036","HUD","","","","","","06/01/2021","10/01/2021","OCAF",""
"Canal Lock Apartments","75139","52","51","Elliot Kohanbash","","","Option 3","","09/30/2034","CGI","","","","","","06/01/2021","10/01/2021","OCAF",""
"Ferncliff North","4640012","144","144","Claire Beatty","","","Option 1","","09/30/2034","Navigate Affordable Housing Partners","","","","","","06/01/2021","10/01/2021","OCAF",""
"Greenacres","75484","101","100","Elliot Kohanbash","","","Option 3","","09/30/2027","CGI","","","","","","06/01/2021","10/01/2021","RCS",""
"Hampshire House","75495","116","115","Elliot Kohanbash","","","Option 1","","09/30/2029","NJHMFA","","","","","","06/01/2021","10/01/2021","OCAF",""
"Lathrop Homes IA","75545","414","151","Mike McKee","","","PBV","","09/30/2037","Chicago Housing Authority","","","","","","06/01/2021","10/01/2021","Request",""
"Newman Village","4640002","99","99","Mike McKee","","","RAD","","09/30/2036","HUD","","","","","","06/01/2021","10/01/2021","OCAF",""
"Northcross Townhomes","2640001","99","99","Mike McKee","","","Option 1","","09/30/2039","North Carolina Housing Finance Agency","","","","","","06/01/2021","10/01/2021","OCAF",""
"Overlook","75458","100","99","Elliot Kohanbash","","","Option 3","","09/30/2034","CGI","","","","","","06/01/2021","10/01/2021","OCAF",""
"Terrace Ridge","90101","168","167","Claire Beatty","","","Option 1","","09/30/2029","Assisted Housing Services Corporation","","","","","","07/01/2021","10/01/2021","OCAF",""
"Tiffany Square","90102","52","52","Tolga Ayberk","","","Option 2","","09/30/2040","Colorado Housing and Finance Authority","","","","","","07/01/2021","10/01/2021","OCAF",""
"Trees - Ash","90103","53","53","Claire Beatty","","","Option 1","","09/30/2039","Colorado Housing and Finance Authority","","","","","","07/01/2021","10/01/2021","OCAF",""
"Universal City","75565","160","159","Claire Beatty","","","Option 3","","09/30/2037","National Housing Compliance","","","","","","06/01/2021","10/01/2021","OCAF",""
"Village Park","75431","200","167","Matt Kim","","","Option 5","","09/30/2037","Massachusetts Housing Finance Agency","","","","","","06/01/2021","10/01/2021","OCAF",""
"Winter Garden","79609","112","112","Claire Beatty","","","Option 1","","10/21/2041","Missouri Housing Development Commission","","","","","04/01/2021","07/01/2021","10/01/2021","RCS",""
"Tyler House","90006","284","284","Mike McKee","","","Option 2","","09/30/2031","Assisted Housing Services Corporation","","","","","04/01/2021","06/01/2021","10/01/2021","RCS",""
"Geneseo","75477","89","88","Matt Kim","","","Option 1","","10/03/2029","CGI","","","","","","06/04/2021","10/04/2021","OCAF",""
"Burt Farms II","75480","50","50","Elliot Kohanbash","","","Option 2","","07/31/2031","CGI","","","","","","06/16/2021","10/16/2021","OCAF",""
"McCarthy Manor","75469","176","176","Matt Kim","","","Option 2","","10/26/2030","New York State Housing Trust Fund Corporation","","","","","","06/27/2021","10/27/2021","OCAF",""
"Augustana Homes of Fairfield","75537","15","15","Mike McKee","","","Option 1","","11/01/2037","Navigate Affordable Housing Partners","","","","","","07/01/2021","10/31/2021","OCAF",""
"Augustana Homes of Greenwich","75535","31","31","Mike McKee","","","Option 1","","10/31/2037","Navigate Affordable Housing Partners","","","","","","07/01/2021","10/31/2021","OCAF",""
"Allenhurst Apartments","90015","316","316","Matt Kim","","","RAD","","10/31/2039","HUD","","","","","","07/01/2021","11/01/2021","OCAF",""
"Alms Hill","75924","200","200","Matt Kim","","","Option 1","","10/31/2038","HUD","","","","","","07/01/2021","11/01/2021","OCAF",""
"Garden House of Park Forest","75937","145","145","Claire Beatty","","","Option 4","","10/31/2036","National Housing Compliance","","","","","","07/01/2021","11/01/2021","OCAF",""
"Harmon","75955","210","209","Matt Kim","","","Option 1","","10/31/2038","Assisted Housing Services Corporation","","","","","","07/01/2021","11/01/2021","OCAF",""
"Linwood Square","75953","200","200","Tolga Ayberk","","","Option 1","","10/31/2037","SWHCC","","","","","","07/01/2021","11/01/2021","OCAF",""
"Peppertree Heights","90018","101","100","Matt Kim","","","Option 1","","10/31/2030","NYSHFA","","","","","","07/01/2021","11/01/2021","OCAF",""
"Phoenix Towers","75489","158","158","Claire Beatty","","","Option 1","","10/31/2033","National Housing Compliance","","","","","","07/01/2021","11/01/2021","OCAF",""
"Stephenville Crossing","75952","86","86","Tolga Ayberk","","","Option 1","","10/31/2037","SWHCC","","","","","","07/01/2021","11/01/2021","OCAF",""
"The Magnolia","75954","65","65","Tolga Ayberk","","","Option 2","","11/01/2037","TDHCA","","","","","","07/01/2021","11/01/2021","OCAF",""
"Van Nuys","7917579173","299","299","Tolga Ayberk","","","Option 3","","","LA LOMOD","","","","","","07/01/2021","11/01/2021","OCAF",""
"Mohican","75914","146","146","Mike McKee","","","Option 4","","11/17/2034","Connecticut Housing Finance Authority","","","","","","07/18/2021","11/18/2021","OCAF",""
"Washington Square West","79138","132","131","Mike McKee","","","Option 1","","11/22/2029","Pennsylvania Housing Finance Agency","","","","","","07/23/2021","11/23/2021","OCAF",""
"Essex-Phoenix","75497","145","144","Elliot Kohanbash","","","Option 4","","11/24/2033","NJHMFA","","","","","","07/25/2021","11/25/2021","OCAF",""
"Asbury Park","90048","44","43","Tolga Ayberk","","","Option 1","","11/30/2040","Colorado Housing and Finance Authority","","","","","","08/01/2021","12/01/2021","OCAF",""
"Noble Tower","75543","195","195","Tolga Ayberk","","","Option 1","","11/30/2039","HUD (HAP)","","","","","","08/01/2021","12/01/2021","OCAF",""
"Oak Forest","90089","64","64","Mike McKee","","","Option 1","","11/30/2029","S.C. State Housing Finance and Development Authority","","","","","","08/01/2021","12/01/2021","OCAF",""
"Oxford House","75487","156","156","Matt Kim","","","Option 2","","11/30/2031","National Housing Compliance","","","","","06/01/2021","08/01/2021","12/01/2021","RCS",""
"Park Place","79611","242","242","Claire Beatty","","","Option 1","","10/21/2041","Missouri Housing Development Commission","","","","","06/01/2021","08/01/2021","12/01/2021","RCS",""
"Trees - Pine","90106","61","61","Claire Beatty","","","Option 1","","11/30/2040","Colorado Housing and Finance Authority","","","","","","09/01/2021","12/01/2021","OCAF",""
"Ebony Gardens","75566","144","144","Claire Beatty","","","Option 1","","12/31/2040","CGI","","","","","","08/08/2021","12/08/2021","OCAF",""
"Chestnut Park (Skyview)","75541","489","241","Matt Kim","","","RAD 2","","12/11/2038","HUD","","","","","","08/11/2021","12/11/2021","OCAF",""
"Olde English Village","75923","200","200","Matt Kim","","","Option 3","","12/17/2035","MassHousing","","","","","","08/18/2021","12/18/2021","OCAF",""
"Augustana Homes of Danbury","75533","40","40","Mike McKee","","","PRAC","","","HUD CT","","","","","","09/01/2021","01/01/2022","EXPIRES",""
"Bastrop Oak Grove","90030","48","48","Tolga Ayberk","","","Option 4","","01/01/2039","Southwest Housing Compliance Corporation","","","","","","09/01/2021","01/01/2022","OCAF",""
"Clinton Manor","75830","60","60","Mike McKee","","","Option 1","","12/31/2040","SC Housing","","","","","","09/01/2021","01/01/2022","OCAF",""
"Courthouse Square","90055","171","171","Tolga Ayberk","","","Option 1","","12/31/2039","Colorado Housing and Finance Authority","","","","","","09/01/2021","01/01/2022","OCAF",""
